Location in Stile,Type of video,Location of video
Stile Science/Skill builders/6.1 Skill builder: Evaluating validity and reliability,Upload,https://stileapp.com/uploads/au/T20201014-0d2dd4aefe2ebf0ec5bf88bbd9559b326d5d71aa2c69ffcc10c07d/The_Marshmallow_Test___Igniter_Media___Church_Video__1_.mp4?response-content-disposition=attachment;%20filename=%22The_Marshmallow_Test___Igniter_Media___Church_Video__1_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=DsAcKtWpmc3fTGO0pbgYT2gNINg%3D
Stile Science/Skill builders/6.1 Skill builder: Evaluating validity and reliability,Upload,https://stileapp.com/uploads/au/T20200506-c1e005a4680a9d8ea2a6e7f6bef58e5e78c7b9daf4b171ce9e69f0/Marshmallow_test.mp4?response-content-disposition=attachment;%20filename=%22Marshmallow_test.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=uxzEgjNffpLFzc9Iar8%2BZBSwKlI%3D
Stile Science/Skill builders/6.1 Skill builder: Evaluating validity and reliability,Upload,https://stileapp.com/uploads/au/T20201014-0bf6b787b58c3ede474a27287f4c3fe2784a87b0663750a81425a7/AdobeStock_169318104.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_169318104.mov%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=3J2EAb22v3NJ8nhO6geUrErqY2M%3D
Stile Science/Skill builders/6.1 Skill builder: Evaluating validity and reliability,Upload,https://stileapp.com/uploads/au/T20200510-c4fd0cc64c0e5b6f27911fcea10232fd0fcfd036ac15667ec0fca1/Is_science_reliable_cut.mp4?response-content-disposition=attachment;%20filename=%22Is_science_reliable_cut.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=Ah1ubMopSD9rqYXwE0qidWyo%2FGA%3D
Stile Science/Skill builders/6.2 Skill builder: Evaluating media claims,Upload,https://stileapp.com/uploads/au/T20190907-ef3a38c5e101eb139ff9e0e65881609082e15c959df2ba77ea4bc2/Amazon_Fires_3.mp4?response-content-disposition=attachment;%20filename=%22Amazon_Fires_3.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=QqBxUIBHIN%2FOykfO9%2BOJD0a3uv8%3D
Stile Science/Skill builders/6.2 Skill builder: Evaluating media claims,Upload,https://stileapp.com/uploads/au/T20190909-f9ed03780f319ef71bc6d26f32ec80c806633e4ff0afc8f2406d16/Amazon_forest_fire_What_it_tells_us_about_deforest.mp4?response-content-disposition=attachment;%20filename=%22Amazon_forest_fire_What_it_tells_us_about_deforest.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=OZZz6w8XTvFAvh0iDlb5ItreiAE%3D
Stile Science/Skill builders/7.1 Skill builder: Conducting science investigations,Upload,https://stileapp.com/uploads/au/T20181005-cff01c9f1f1e6b94ec73864b49dda79a7c1c16c6db22f66a6634ae/Thanks_to_Salad_We_re_One_Step_Closer_to_Colonizing_Space.mp4?response-content-disposition=attachment;%20filename=%22Thanks_to_Salad_We_re_One_Step_Closer_to_Colonizing_Space.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=xPIB5vjn7mMAuYgllggkPfn7hhc%3D
Stile Science/Skill builders/7.1 Skill builder: Conducting science investigations,Upload,https://stileapp.com/uploads/au/T20190117-13d98a06263d3cf002a022c60dfb50b5bf4f1909fe40d0390b8ddf/Food_for_thought_edit.mp4?response-content-disposition=attachment;%20filename=%22Food_for_thought_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=Idj%2B220HOjuFzYj%2BMYa29nE%2B11M%3D
Stile Science/Skill builders/7.2 Skill builder: The engineering process,YouTube,https://youtube.com/watch?v=owHF9iLyxic
Stile Science/Skill builders/7.2 Skill builder: The engineering process,YouTube,https://youtube.com/watch?v=fxJWin195kU
Stile Science/Skill builders/9.1 Lesson: What is creativity?,Upload,https://stileapp.com/uploads/au/T20200613-1c50085965a61e90c8422a2dfd94613e4dbebbc8a4434b561cfc09/Gus_intro_video_v2.mp4?response-content-disposition=attachment;%20filename=%22Gus_intro_video_v2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=CNdy9aAw%2FG3nQZ%2BcGL6jlPwLczU%3D
Stile Science/Skill builders/9.1 Lesson: What is creativity?,Upload,https://stileapp.com/uploads/au/T20200610-cd39003f5093682529ee47af9a6dd82d15a30ba2b38942415cc0d4/How_can_I_be_more_creative__Think_like_a_kid.mp4?response-content-disposition=attachment;%20filename=%22How_can_I_be_more_creative__Think_like_a_kid.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=2A7uzzUDLhvZhujhLFBFkaWrkEQ%3D
Stile Science/Skill builders/9.2 Skill builder: Creative thinking,Upload,https://stileapp.com/uploads/au/T20200613-ccd59021c94e30865fc67509c5dd2684d69c91c966c45c9b5a24fa/creativity-techniques-gus-final2.mp4?response-content-disposition=attachment;%20filename=%22creativity-techniques-gus-final2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=EHi%2BJsIfnk71dXt%2BmK2vO1wXUBA%3D
Stile Science/Skill builders/10.1 Skill builder: Chemical equations,Upload,https://stileapp.com/uploads/au/T20200810-facef224391530bd8bad235ef62d92a1d8d21767fc58af0d322fec/The_Pharaoh_s_Serpent___Mercury_Thiocyanate.mp4?response-content-disposition=attachment;%20filename=%22The_Pharaoh_s_Serpent___Mercury_Thiocyanate.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=Ha9qUdDD01e1vwy5CENgaveg3%2FA%3D
Stile Science/Skill builders/10.1 Skill builder: Chemical equations,Upload,https://stileapp.com/uploads/au/T20200810-9f697434e4afd673395d83937fecbdc85a5d277b186019498c444b/Burning_sodium__Reactions_only_.mp4?response-content-disposition=attachment;%20filename=%22Burning_sodium__Reactions_only_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=fdT1ihCV1g%2FNjqqyGuLR59aARYM%3D
Stile Science/Skill builders/10.1 Skill builder: Chemical equations,Upload,https://stileapp.com/uploads/au/T20200810-5cc7e2d673ef1b2050c5863a65d2ddcc1eb89e21a0fdcfbea8e3a4/Food_Myths__Are_Apple_Cores_Poisonous_.mp4?response-content-disposition=attachment;%20filename=%22Food_Myths__Are_Apple_Cores_Poisonous_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=2q1uhGOgnOUU65wFIzQiq9qQ78E%3D
Stile Science/Skill builders/10.1 Skill builder: Chemical equations,Upload,https://stileapp.com/uploads/au/T20200811-40b29d8af11b120bbecaab18cce9255a8732bb085609b34c2baf82/Chemical_Equations___Environmental_Chemistry___Chemistry___FuseSchool.mp4?response-content-disposition=attachment;%20filename=%22Chemical_Equations___Environmental_Chemistry___Chemistry___FuseSchool.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=bDgIL8WRn522znw%2FBADoRlbCxEc%3D
Stile Science/Skill builders/10.2 Skill builder: Balancing chemical equations,Upload,https://stileapp.com/uploads/au/T20200811-d56d59a786daed0ee55edbcacefa31a6a977924c4b8eb3d749af35/Exploding_Thermite_Pumpkins__Halloween_Science.mp4?response-content-disposition=attachment;%20filename=%22Exploding_Thermite_Pumpkins__Halloween_Science.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626782400&Signature=RHeuSMFqESgpJqMbA2YRxUkq0f4%3D
Stile Science/Art of science/Celebrating women in STEM: Biochemists and developers of CRISPR,YouTube,https://youtube.com/watch?v=Fb8Izn1xkG8
Stile Science/Art of science/Celebrating women in STEM: Astronaut,Upload,https://stileapp.com/uploads/au/T20210301-6e73262cdbd30a763161b5cefd51896d93d5a50949448fb4a86d67/Stephanie_Wilson_On_What_It_Is_Like_Traveling_Into_Space.mp4?response-content-disposition=attachment;%20filename=%22Stephanie_Wilson_On_What_It_Is_Like_Traveling_Into_Space.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=SsDRyS1OzapUhPAxrV9t0j4l6JU%3D
Stile Science/Art of science/The influence of social media,Upload,https://stileapp.com/uploads/au/T20200925-ebc6da6f5ed20f2058b1d7eb3b4ca75f8922247bc60019872eb05b/Is_Facebook_Allowed_To_Manipulate_Your_Emotions_.mp4?response-content-disposition=attachment;%20filename=%22Is_Facebook_Allowed_To_Manipulate_Your_Emotions_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626822000&Signature=Z3X%2FwV4Tm8%2BiZRijcny8weEJBn8%3D
Stile Science/Art of science/The influence of social media,Upload,https://stileapp.com/uploads/au/T20200925-83baa40776889b7e6a3e3af7c84f831e47d436de38de2b1b29388b/social_media_video.mp4?response-content-disposition=attachment;%20filename=%22social_media_video.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626822000&Signature=ZAMaWngezGVY%2BFvMgQtZ35xB%2F5w%3D
Stile Science/Art of science/Celebrating women in STEM: Stem cell researcher,Upload,https://stileapp.com/uploads/au/T20171002-41fe5cdddc3ac73436dd8eac8c888cf2e8a5248bc1ef3a71e2814e/What_are_stem_cells_-_Part_1_edit.mp4?response-content-disposition=attachment;%20filename=%22What_are_stem_cells_-_Part_1_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626750000&Signature=NgDZclkz22YvZJVT2Zws6NkraPk%3D
Stile Science/Art of science/Celebrating women in STEM: Marine ecologist and CEO,Upload,https://stileapp.com/uploads/au/T20201015-29bfdf4e160fa2e9b119349e2d83e75ff41b2c6f15a0dfc54e7612/Dr_Pia_Winberg_-_Marine_Ecologist___Entrepreneur.mp4?response-content-disposition=attachment;%20filename=%22Dr_Pia_Winberg_-_Marine_Ecologist___Entrepreneur.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626771600&Signature=U9ZWW%2FOxshW%2FU5ZiwxwcPSACeE0%3D
Stile Science/Art of science/Celebrating women in STEM: Marine ecologist and CEO,Upload,https://stileapp.com/uploads/au/T20201014-469ab57942056a755464163d5ac27c7974c426ec636ba25d4efa80/Kelp_Could_Save_Our_Oceans___If_You_Eat_It__HBO_.mp4?response-content-disposition=attachment;%20filename=%22Kelp_Could_Save_Our_Oceans___If_You_Eat_It__HBO_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626771600&Signature=WAZHt2q%2FNQRgdIyZKQPuUVNAtyY%3D
Stile Science/Art of science/Why are bees disappearing?,Upload,https://stileapp.com/uploads/au/T20200715-47f081214d780e8763f88062610b1e204ec9d3a353e7a3852a2f4d/AdobeStock_339307959.mov?response-content-disposition=attachment;%20filename=%22AdobeStock_339307959.mov%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626796800&Signature=zcKQOmHr1hnH%2B5M2RqO82wrWcEo%3D
Stile Science/Art of science/Why are bees disappearing?,YouTube,https://youtube.com/watch?v=rKQNx0av7eY
Stile Science/Art of science/Building creative thinking skills,Upload,https://stileapp.com/uploads/au/T20200613-ccd59021c94e30865fc67509c5dd2684d69c91c966c45c9b5a24fa/creativity-techniques-gus-final2.mp4?response-content-disposition=attachment;%20filename=%22creativity-techniques-gus-final2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=EHi%2BJsIfnk71dXt%2BmK2vO1wXUBA%3D
Stile Science/Teacher resources and templates /1. Getting set up in Stile,YouTube,https://youtube.com/watch?v=LLkEdlFTmr0
Stile Science/Teacher resources and templates /4. Customizing and creating lessons in Stile ,YouTube,https://youtube.com/watch?v=gKH_89nRghw
Stile Science/Teacher resources and templates /Template 1: Lesson,Upload,""
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=owHF9iLyxic
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=fxJWin195kU
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=OyTEfLaRn98
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=XyFUqFQfl30
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=WGESd7O4_Uk
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=lSdaf8_Mr8E
Stile Science/Teacher resources and templates /Template 6: Engineering challenge (primary),YouTube,https://youtube.com/watch?v=TcUX6eNT2j4
Stile Science/Science at home/2.3 Practical activity: Effect of acids and bases on shells,Upload,https://stileapp.com/uploads/au/T20180529-855867249b6bb0bc7a2b41900de1ccc3cf3bb42e007f34b855a573/DSCN4386.MOV?response-content-disposition=attachment;%20filename=%22DSCN4386.MOV%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626829200&Signature=ztTnl%2B8rBtPMv06JbeRlJLm4%2BgQ%3D
Stile Science/Science at home/3.1 Practical activity: Modelling the Solar System,Upload,https://stileapp.com/uploads/au/T20180808-52931d8aded0be9dc12cbaff278ff25c1c6612edcea147f3020074/To_Scale_The_Solar_System.mp4?response-content-disposition=attachment;%20filename=%22To_Scale_The_Solar_System.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=LNEDy2Z1GUyzXGeRXBuPKKJzscc%3D
Stile Science/Science at home/3.1 Practical activity: Modelling the Solar System,Upload,https://stileapp.com/uploads/au/T20180907-8729560a1b09bb1286f432100edaabf4bf3fbbfa52c484a91dc7e8/Guido1_v2_2.mp4?response-content-disposition=attachment;%20filename=%22Guido1_v2_2.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=hfHkcFc3VLurCDGrUaXmBcPa%2Fx0%3D
Stile Science/Science at home/3.1 Practical activity: Modelling the Solar System,Upload,https://stileapp.com/uploads/au/T20180907-9b477b34a208b69d6c2a0ac0e32155713fb55dfce2609e6e6fc12b/Distance_scale_model.mp4?response-content-disposition=attachment;%20filename=%22Distance_scale_model.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626746400&Signature=H1rN8x2Ov0fq7Ui6r9vblNXmeD0%3D
Stile Science/Science at home/4.6 Practical activity: Demonstrating Newton's first law,Upload,https://stileapp.com/uploads/au/T20171025-4ca02b2397f207daad6849bdc7db917665238982447d5c6dd4566b/Newton_s_Apple_4K__1_.mp4?response-content-disposition=attachment;%20filename=%22Newton_s_Apple_4K__1_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=eLEe%2FQBzDsc5Tm6qCN9q8b%2F4wbU%3D
Stile Science/Science at home/4.6 Practical activity: Demonstrating Newton's first law,Upload,https://stileapp.com/uploads/au/T20170922-36b29eddcff723fc04b1a8389d7554e85230f29137c8bcad07df71/Inertia_Demos_Revised1_-_edit3.3gp?response-content-disposition=attachment;%20filename=%22Inertia_Demos_Revised1_-_edit3.3gp%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=XY82BN3lVjcCFF9ylqgs9Ae7GKU%3D
Stile Science/Science at home/4.6 Practical activity: Demonstrating Newton's first law,Upload,https://stileapp.com/uploads/au/T20170922-fe85daa48ee9d3cc253499afb8af63466f634a466bc4243c0ae18d/Inertia_Demos_Revised2_-_edit3.3gp?response-content-disposition=attachment;%20filename=%22Inertia_Demos_Revised2_-_edit3.3gp%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626786000&Signature=uPNBHv4y%2FZdZQhGBStzotgGtCkQ%3D
Stile Science/Science at home/4.10 Engineering challenge: Build a solar oven,Upload,https://stileapp.com/uploads/au/T20180912-f9684aa336a925b8554d428b61a2d1244e8d5f092d875839adeeb1/Solar_Cooking__National_Geographic.mp4?response-content-disposition=attachment;%20filename=%22Solar_Cooking__National_Geographic.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGHVZ5OCIA&Expires=1626789600&Signature=uuQoN6Ts2qd3bY5rSzxZ5cAbPp8%3D
Stile Science/Introducing your students to Stile/Getting around in Stile,Upload,https://stileapp.com/uploads/au/T20190208-780c2bc6c47c782ab05d24e2e5d015b4e504fd4ddc25adf4ca85f5/Navigation.mp4?response-content-disposition=attachment;%20filename=%22Navigation.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=gLgzsjQbYB3iVg3PuYoNIX6bVAw%3D
Stile Science/Introducing your students to Stile/Answering questions,Upload,https://stileapp.com/uploads/au/T20190211-34be3419e5237d12723dd32db6f07cc75bcdacb9a1854ae6fefef2/Cat_People_versus_Dog_People_-_edit.mp4?response-content-disposition=attachment;%20filename=%22Cat_People_versus_Dog_People_-_edit.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=6Xn11FHvjQO7jnEpvLQMyFEoDR8%3D
Stile Science/Introducing your students to Stile/Answering questions,Upload,https://stileapp.com/uploads/au/T20190115-7cdcb5f788319ec35a5f3f6285357e1ffbf3c6afed2c555b2fff90/Screen_Recording_2019-01-16_at_10.37.26_am.mov?response-content-disposition=attachment;%20filename=%22Screen_Recording_2019-01-16_at_10.37.26_am.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=PSHjhb7kTVLMr0CyLNVES06jvQw%3D
Stile Science/Introducing your students to Stile/Getting feedback,Upload,https://stileapp.com/uploads/au/T20190201-144401db0a20334d82a39d02996ce689f8cfcaef6d0f5829d46323/Feedback.mov?response-content-disposition=attachment;%20filename=%22Feedback.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=8Q5Vji6BKeAxmgsvIoUdYVoBpbU%3D
Stile Science/Introduction to Science/1.1 Lesson: What is science?,Upload,https://stileapp.com/uploads/au/T20180119-dd1368209111bd9748d7a99c36fd2448c6ebac1d38f0d3df40b225/The_Nature_of_Science.mp4?response-content-disposition=attachment;%20filename=%22The_Nature_of_Science.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626825600&Signature=p6c10SsSOpzL6syZFPI6G8WJhOI%3D
Stile Science/Introduction to Science/1.3 Lesson: Who does science?,Vimeo,https://vimeo.com/201931660
Stile Science/Introduction to Science/1.3 Lesson: Who does science?,Vimeo,https://vimeo.com/201202364
Stile Science/Introduction to Science/1.3 Lesson: Who does science?,Vimeo,https://vimeo.com/202276617
Stile Science/Introduction to Science/1.4 Lesson: Where does science happen?,YouTube,https://youtube.com/watch?v=iBTArmgdBpI
Stile Science/Introduction to Science/2.1 Lesson: Lab safety,Upload,https://stileapp.com/uploads/au/T20180122-3eba0c5af311ff0c62135069e5294d15844feccf299f77a42df54e/Witness_statements_1_4.mov?response-content-disposition=attachment;%20filename=%22Witness_statements_1_4.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=iNASbevYpXnAURnxbtz5H5LGAqA%3D
Stile Science/Introduction to Science/2.1 Lesson: Lab safety,Upload,https://stileapp.com/uploads/au/T20180121-81a121ae645a408e631141e86719b34490400110b576009cc43e31/Witness_statement_5.mov?response-content-disposition=attachment;%20filename=%22Witness_statement_5.mov%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626786000&Signature=pOu%2Fw%2B3DIQ2Rp9VZOuL02SIE%2FBI%3D
Stile Science/Introduction to Science/2.3 Lesson: Using a Bunsen burner,Upload,https://stileapp.com/uploads/au/T20180119-452b8920be0a32430ba7d1aa8343f8fdf4d5ccac49b9cd18924a86/Bunsen_burner_v2.1.mp4?response-content-disposition=attachment;%20filename=%22Bunsen_burner_v2.1.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626782400&Signature=XQfK53SdwMYQijYKonR3uAMybuY%3D
Stile Science/Classification/Introduction: Why do zebras have stripes?,Upload,https://stileapp.com/uploads/au/T20180530-059e6e2a6860c50a4e406048dec1bd8ae820ceedd6dfdc11f44d73/Why_Do_Zebras_Have_Stripes.mp4?response-content-disposition=attachment;%20filename=%22Why_Do_Zebras_Have_Stripes.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626822000&Signature=3%2FzyYwuVOaoTq18hldlJy%2BkXwBE%3D
Stile Science/Classification/Science news: Using AI to identify wild animals,Upload,https://stileapp.com/uploads/au/T20200806-52fb36f1c7b9a9208e141833acc1edc6c00828a2646461cbfd7200/Can_AI_Help_Us_Identify_Animals_.mp4?response-content-disposition=attachment;%20filename=%22Can_AI_Help_Us_Identify_Animals_.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626818400&Signature=N%2BgQTvhOKVh0AcoGtSmuV7wGeh8%3D
Stile Science/Classification/Science news: Using AI to identify wild animals,Upload,https://stileapp.com/uploads/au/T20200806-ed7d0fd8c687924e52f4d3d4757b147d7e451813e7f114821241b1/Snapshot_Serengeti__Margaret_Kosmala.mp4?response-content-disposition=attachment;%20filename=%22Snapshot_Serengeti__Margaret_Kosmala.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626818400&Signature=uXD9oycp0qYmnJyj8Og9T4HFH%2F8%3D
Stile Science/Classification/1.1 Lesson: Living or non-living?,Upload,https://stileapp.com/uploads/au/T20180530-5e3821633300b9e14cafe45b3aeb5b24d9d349defb22d8ae89e7df/Seven_Life_Processes__Biology_for_All__FuseSchool.mp4?response-content-disposition=attachment;%20filename=%22Seven_Life_Processes__Biology_for_All__FuseSchool.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=rA8qSl8vwEa%2FjR3Uj9q%2Fv0BgR4s%3D
Stile Science/Classification/1.1 Lesson: Living or non-living?,Upload,https://stileapp.com/uploads/au/T20180530-b41d59210842a47a6e7c29d68cc25815d410fcb2fa1fc1c4b146ee/Robot_running.mp4?response-content-disposition=attachment;%20filename=%22Robot_running.mp4%22&AWSAccessKeyId=AKIA2QKKJOUGJ6SJRN44&Expires=1626778800&Signature=SqHCflYyk5%2Bt8tWJHz77Iij4RRY%3D
